BPM,SpO2,Temperature_C,Humidity_%,GSR,Angle_X,Angle_Y,Heat_Therapy_Duration,Sleep_Quality
63,93,37.33,44.85,379,-9.1,-0.39,5.95,84.7
104,98,36.9,88.46,389,-9.42,-4.03,11.92,59.64
81,96,37.38,69.27,291,2.26,-1.66,10.69,80.62
59,91,37.89,78.2,354,-3.93,3.3,8.19,88.9
83,93,38.41,22.82,230,4.85,-5.8,16.84,70.31
91,94,36.9,36.51,422,7.92,-2.86,8.99,70.0
92,92,37.22,46.19,79,-7.21,5.65,14.21,60.14
62,98,36.83,32.78,65,4.49,2.88,6.42,81.46
119,94,37.51,25.1,135,0.29,-3.47,20.48,58.68
71,91,37.39,35.76,398,-7.76,3.29,7.67,79.21
99,92,35.55,57.35,190,3.03,5.31,6.17,64.29
58,98,37.12,68.7,346,2.19,1.85,4.26,93.07
90,96,35.77,74.18,335,0.31,-5.21,3.98,75.07
85,91,35.58,23.01,448,8.53,-10.0,0.92,64.23
73,98,37.87,49.96,58,0.42,6.06,13.89,76.89
115,93,36.28,28.55,265,9.81,6.45,12.23,48.28
108,98,36.52,50.18,6,0.18,3.95,14.65,61.16
93,91,35.69,50.38,367,-7.68,-8.47,3.89,61.46
73,99,36.04,54.87,201,-0.59,1.7,3.28,84.77
93,93,37.8,82.5,331,-6.35,6.42,14.77,64.79
99,94,36.98,76.36,464,1.94,-2.21,10.56,74.8
67,91,38.14,64.57,236,3.86,-6.04,12.25,79.34
112,99,36.69,81.98,267,-0.63,1.75,13.69,66.48
74,90,36.31,67.49,78,-8.05,6.53,6.05,67.07
115,96,36.54,77.32,45,-0.63,-9.02,15.76,51.82
93,99,37.64,59.46,242,-8.37,1.94,14.87,65.97
55,90,37.17,56.77,287,3.64,2.86,4.46,90.43
57,97,38.21,70.69,159,5.81,2.05,11.37,85.25
116,92,37.31,21.38,114,9.25,3.0,19.09,49.58
117,99,36.98,68.33,473,-7.02,2.63,14.07,59.38
79,95,37.86,85.42,461,0.65,-7.39,10.98,80.07
110,96,38.34,69.98,113,1.35,-5.3,23.08,59.28
87,99,36.57,22.58,125,8.45,2.38,9.49,66.0
92,90,36.25,46.45,89,2.55,-9.65,9.26,61.15
60,95,37.35,76.67,60,-7.09,2.69,8.64,79.46
112,96,37.0,87.1,452,-1.27,3.31,13.36,67.54
98,95,38.47,45.91,499,3.1,-5.22,17.45,71.01
99,93,36.89,78.88,316,4.01,1.96,11.58,69.66
86,90,35.72,80.47,101,7.26,0.68,5.3,69.49
99,98,38.43,28.63,113,-6.39,-4.79,21.33,59.35
115,93,38.03,79.21,173,9.03,-0.74,21.92,54.23
101,96,36.03,42.7,451,-8.82,8.19,6.36,58.11
75,96,38.21,61.53,91,9.68,-1.47,15.66,70.95
90,91,36.52,57.73,182,7.16,2.6,9.29,66.94
73,90,36.63,66.41,384,3.21,-9.29,4.42,76.18
74,97,38.22,71.83,204,4.7,-8.44,14.36,71.31
111,97,37.09,50.86,362,-8.55,-8.37,14.53,51.44
72,96,35.91,82.18,194,-9.17,5.56,2.53,70.2
101,97,36.61,76.66,304,-7.96,-2.99,10.7,62.43
103,92,37.67,74.98,497,-8.25,-5.45,14.46,62.0
68,91,36.02,52.08,24,0.95,4.95,3.97,79.41
69,96,37.27,22.63,233,-5.69,-6.6,8.32,75.41
85,97,37.59,54.46,15,7.2,-5.07,15.28,63.07
55,90,36.53,82.89,468,-1.09,-1.38,0.0,98.9
108,99,37.58,33.33,140,3.91,-3.37,18.61,60.06
57,98,38.15,88.78,435,3.06,1.71,8.31,94.48
70,93,36.92,76.54,107,-3.6,-3.24,8.01,78.92
111,93,36.65,69.69,419,-5.14,-2.14,11.75,64.15
66,92,36.25,67.4,455,-3.15,7.26,0.42,83.61
70,95,37.31,61.09,299,5.93,7.69,8.07,74.63
78,90,38.14,70.45,338,1.73,6.55,13.42,77.82
82,95,36.47,49.53,302,-4.93,7.3,6.25,70.37
62,91,36.69,79.17,379,6.36,1.39,2.55,87.28
90,98,36.72,68.74,79,-8.9,2.92,11.31,62.38
62,91,37.18,73.99,75,3.98,1.14,8.06,84.35
112,96,36.19,75.47,275,-1.22,5.71,11.08,61.18
114,90,37.97,26.44,401,4.63,1.02,19.12,64.25
104,96,36.39,23.89,437,8.55,-7.78,8.86,57.15
82,94,37.62,76.07,267,5.0,6.19,12.31,70.91
95,97,37.04,38.16,111,-1.16,5.21,13.59,67.07
118,93,37.26,60.74,408,-6.98,6.41,16.31,53.1
81,99,36.04,51.06,315,6.13,-6.19,3.74,71.02
117,96,37.71,21.54,499,-0.79,-4.57,17.44,65.06
71,95,36.07,22.82,74,-8.49,-4.08,4.29,70.89
87,94,35.84,77.9,213,4.38,0.16,4.97,75.31
83,93,37.14,62.54,499,-4.16,-7.32,7.81,74.7
67,96,37.63,56.67,365,-9.02,-2.29,8.39,80.22
100,94,35.65,86.1,33,8.06,-6.36,8.42,53.37
89,94,35.71,32.12,140,-0.34,-4.7,5.44,72.25
60,90,37.91,38.06,493,-4.38,4.13,7.11,89.65
101,91,37.93,72.97,165,4.33,7.1,18.69,59.09
79,94,36.24,74.27,395,7.72,-9.54,3.53,67.69
64,92,37.35,48.34,230,-9.99,1.32,7.73,79.03
110,91,36.83,86.57,291,3.76,-9.28,13.74,55.18
84,93,37.4,85.68,27,5.34,-8.3,14.02,62.18
59,93,38.09,20.87,474,-5.8,4.1,8.0,88.1
87,93,35.74,32.06,294,-0.21,4.71,3.66,76.48
119,93,37.83,77.42,332,-8.21,6.28,20.15,49.75
72,92,36.98,43.47,426,4.93,-0.52,5.54,85.98
103,96,37.19,26.68,359,6.95,7.2,13.47,58.71
65,98,37.46,74.95,90,-7.84,-6.66,9.91,71.9
80,94,38.27,51.82,114,6.33,-5.01,16.7,68.68
117,93,35.67,54.47,158,5.43,-7.31,10.67,49.37
113,91,35.59,33.05,257,-3.06,5.95,8.47,57.83
81,91,36.03,66.26,372,3.81,-5.43,3.15,75.86
103,94,38.46,58.59,337,-10.0,-6.89,20.03,54.97
87,96,37.65,34.47,89,8.64,2.46,15.24,64.96
55,99,37.34,43.82,244,1.01,-8.46,5.78,86.02
75,99,35.64,61.78,297,2.41,-9.1,0.74,74.63
109,98,38.14,84.74,30,3.29,-7.87,22.69,52.71
60,96,37.94,84.43,316,1.23,-10.0,9.03,82.85
59,94,37.49,40.15,357,7.14,3.94,6.2,84.35
57,99,36.52,71.49,311,2.19,1.24,1.38,93.59
107,99,35.71,74.29,469,8.16,-5.8,5.77,59.13
77,99,37.24,76.62,227,1.65,-5.34,9.83,77.66
107,95,37.66,59.95,338,-6.58,6.22,16.82,57.9
91,92,35.78,20.74,127,8.27,0.04,6.34,67.07
71,94,37.4,73.32,269,3.63,3.97,9.02,80.76
55,97,36.36,27.46,269,3.98,-0.94,0.61,91.96
105,90,37.79,28.18,497,9.71,-5.25,15.49,59.49
99,90,37.12,62.39,412,-8.5,9.41,11.77,57.26
58,96,35.89,88.85,208,-1.43,1.31,0.0,91.87
116,94,37.08,36.98,177,-5.22,-7.38,17.33,50.42
119,94,36.69,65.21,305,2.61,-1.88,14.69,61.22
86,90,36.04,41.26,190,6.14,-3.41,6.01,69.34
88,98,38.02,82.91,356,9.33,-5.72,14.66,65.07
93,90,35.53,61.55,456,-0.91,8.67,2.21,71.13
80,94,36.44,34.52,448,5.72,7.62,4.2,72.95
88,99,35.54,38.35,67,8.34,-6.02,5.12,60.11
108,98,35.79,50.27,326,3.67,-2.96,7.78,64.57
57,93,36.39,28.54,266,-5.15,5.25,1.2,84.35
104,97,35.66,25.51,269,2.16,-5.83,6.92,63.8
66,95,37.29,67.6,361,9.4,1.83,6.54,80.74
119,92,35.76,48.5,466,9.75,4.0,8.44,53.32
108,93,37.61,70.84,359,2.85,3.08,16.54,66.07
59,91,35.66,27.7,386,7.74,4.13,0.0,83.98
111,90,35.68,62.69,127,-5.99,4.13,9.82,54.89
71,97,36.42,51.03,263,-5.08,9.3,4.15,72.51
101,90,38.19,24.06,220,9.06,-3.07,19.45,59.35
77,90,37.42,58.14,241,-7.3,7.57,10.61,68.48
68,93,37.81,25.8,484,-6.18,-9.56,8.31,76.79
105,99,35.92,77.94,243,-1.59,-4.24,8.69,65.37
92,99,38.0,64.24,426,1.79,-9.03,14.65,69.54
118,95,35.52,58.99,392,2.08,3.02,7.8,62.72
92,98,36.14,29.34,18,-4.16,-7.98,9.42,59.79
104,90,37.35,40.12,395,8.41,6.91,14.09,57.51
84,96,36.63,54.5,154,8.3,2.93,8.89,67.6
105,99,38.45,64.33,228,-2.16,-9.42,21.48,58.16
117,94,35.59,32.83,367,-1.31,4.3,8.19,62.11
106,97,38.5,20.62,57,4.05,7.24,23.61,54.59
92,96,37.37,44.13,280,3.26,3.22,12.95,71.82
84,93,37.18,53.8,44,-2.35,-9.39,12.74,64.79
105,93,35.68,32.91,101,-1.72,7.16,8.88,58.87
59,95,36.32,54.45,47,-3.04,4.65,3.43,82.21
83,95,38.27,43.69,49,-5.29,-2.43,17.98,70.21
58,98,36.56,51.86,80,-0.84,-3.43,4.11,87.48
64,94,37.48,44.32,299,3.73,-0.4,7.73,89.02
110,97,38.5,63.99,58,4.84,7.34,24.41,51.54
71,94,36.29,23.0,160,5.58,-4.96,4.55,75.06
71,91,37.23,31.96,102,-2.51,-7.98,9.82,73.96
88,95,37.59,50.29,333,5.29,7.29,12.72,67.56
60,98,35.99,44.94,411,-9.87,-9.47,0.0,75.01
107,92,35.95,47.41,273,-0.46,8.22,8.9,61.55
97,90,36.87,76.26,182,5.88,-3.89,12.42,63.42
77,90,36.66,82.04,416,2.6,0.16,5.03,86.5
109,92,37.64,37.41,115,-0.52,-7.35,19.36,58.35
70,99,35.71,78.55,361,2.89,8.05,0.0,79.09
62,94,38.42,52.12,398,8.14,5.0,11.0,81.2
58,92,35.54,39.17,444,1.33,8.48,0.0,88.11
58,98,37.3,88.98,266,6.0,3.66,5.96,84.73
110,97,37.19,77.74,163,9.61,-6.31,16.81,49.15
79,92,35.9,89.6,142,4.11,-3.83,4.4,73.8
81,98,35.95,31.77,436,1.47,-0.26,2.1,86.14
86,95,37.88,30.07,317,-9.25,2.15,13.92,69.67
104,96,38.16,55.24,303,-2.51,8.53,19.08,60.81
115,93,36.35,64.71,93,1.31,-2.32,14.32,60.0
105,93,36.81,31.97,249,5.94,4.06,13.08,60.47
73,91,36.56,80.23,398,-1.24,9.22,3.94,78.91
75,94,35.72,57.24,446,9.2,-6.95,0.0,72.04
59,97,37.52,48.77,496,-4.56,7.25,4.94,86.24
96,96,37.98,62.14,342,4.89,-1.59,16.16,71.07
115,96,36.41,64.45,426,-1.62,4.65,11.31,63.5
76,95,38.47,22.99,305,-0.28,-4.13,15.0,82.81
75,92,35.73,89.99,315,6.05,-3.32,0.99,77.56
55,94,37.49,45.47,239,-4.08,-9.46,6.54,81.04
59,90,36.84,24.31,58,-8.06,9.43,5.94,70.67
66,96,36.84,79.66,14,0.41,6.27,7.76,79.27
100,98,36.87,89.51,284,0.58,-8.12,12.02,65.24
88,90,36.28,77.15,202,5.94,9.99,7.46,60.92
103,91,37.65,79.63,236,9.37,2.1,16.97,59.46
99,92,37.66,63.82,465,-8.89,7.07,13.97,60.64
81,92,36.35,84.56,295,1.83,-8.67,5.49,72.8
80,97,38.01,22.5,286,3.63,-2.21,13.67,78.72
101,96,36.45,73.67,72,9.72,3.39,12.23,55.21
110,95,37.68,66.95,213,8.85,-7.87,18.75,49.19
117,99,35.86,23.47,10,4.25,-0.22,13.11,56.33
102,99,36.01,58.08,336,0.44,-1.15,7.57,73.82
115,93,36.45,56.05,224,-6.77,-5.68,13.5,52.04
80,98,37.28,68.41,317,-2.32,-3.99,9.74,78.77
90,90,37.44,25.43,202,1.7,9.34,13.66,65.79
55,91,36.69,76.37,230,4.5,-4.23,2.65,86.62
62,93,35.73,29.76,391,2.71,-5.73,0.0,86.69
106,92,36.62,49.31,50,4.28,0.72,14.3,61.99
101,90,37.57,81.69,56,-1.42,3.42,17.97,64.82
110,94,37.51,59.24,131,4.55,4.5,18.75,56.75
68,96,35.98,46.57,419,-7.13,5.08,0.0,79.73
82,91,35.52,23.37,402,-6.75,-9.26,0.5,67.83
56,94,37.76,67.06,279,-6.74,-2.12,7.7,86.94
80,95,35.82,89.06,296,7.82,5.48,2.64,69.96
68,96,35.75,83.83,304,-8.48,8.1,0.0,72.19
113,90,35.51,70.21,465,6.03,2.04,5.99,63.11
110,96,36.8,27.37,224,-5.33,-8.95,14.25,52.34
61,93,37.01,36.76,173,-0.63,-2.07,6.02,89.72
57,97,37.41,33.08,291,8.32,-8.52,6.05,77.12
77,93,36.39,44.88,265,1.72,4.97,5.19,78.77
72,95,37.63,36.49,246,-5.8,-8.73,10.6,71.49
92,98,36.01,37.11,77,-4.32,-6.29,8.17,62.82
69,94,38.0,63.17,134,8.41,-1.66,12.94,76.1
118,93,37.22,42.31,139,-1.46,-0.75,18.79,61.14
82,97,37.25,67.4,341,1.74,-1.87,9.75,81.49
93,98,36.13,86.35,252,-0.8,-0.73,7.23,76.7
111,93,35.72,64.69,474,-2.43,4.26,6.57,65.94
71,92,36.89,72.62,175,-5.53,-2.61,7.42,78.22
98,97,37.35,72.61,420,3.72,0.96,12.63,73.79
79,94,35.79,43.15,458,4.36,-3.93,0.65,79.7
71,91,38.35,21.05,419,-4.5,-2.93,12.27,83.96
67,99,38.44,23.85,59,5.78,2.28,15.52,78.01
79,98,37.14,39.74,460,7.09,-0.19,7.38,80.96
64,92,38.35,68.27,351,8.41,4.46,11.54,79.57
72,91,36.04,83.47,253,-6.78,1.21,2.56,79.48
88,90,35.58,87.12,7,-3.92,6.07,5.91,64.15
62,97,35.62,21.81,390,7.21,-1.13,0.0,86.79
94,92,37.26,89.31,106,-6.03,-0.18,14.55,67.67
96,96,35.68,42.57,170,-9.93,3.4,6.42,59.4
95,90,38.38,79.01,57,7.42,-5.58,20.81,58.05
60,90,35.93,32.62,336,-3.47,-2.28,0.0,89.82
106,98,36.41,24.4,341,-1.71,2.5,10.36,68.77
80,97,37.97,46.48,429,-1.07,-9.42,12.05,75.99
118,92,36.16,80.12,289,6.97,-1.26,11.99,56.91
113,95,36.23,35.46,83,-3.24,1.98,13.41,58.9
110,92,37.43,30.78,116,7.85,9.35,18.47,46.69
113,93,36.33,83.69,199,2.34,7.54,12.75,55.63
87,90,36.15,85.68,21,0.55,-4.39,8.45,71.0
107,94,36.26,20.88,218,-3.49,0.14,11.03,66.5
76,90,36.97,70.92,225,-5.13,-8.87,8.31,69.7
75,90,38.4,41.64,404,2.48,-5.18,13.45,81.38
58,99,38.0,46.23,270,-1.06,5.5,9.38,88.53
116,96,36.35,52.84,388,8.21,-7.53,11.59,50.87
116,95,36.59,49.88,101,-0.17,-4.85,15.64,58.0
78,91,36.89,56.05,144,0.24,8.88,9.13,72.94
109,91,38.44,60.77,455,-1.67,6.48,19.93,64.83
63,96,36.02,52.59,146,5.79,5.64,1.73,77.71
57,90,36.57,69.11,260,-1.5,7.29,2.16,86.15
85,91,37.69,70.3,278,-4.61,4.99,13.16,71.53
94,97,38.39,50.83,338,7.24,-7.59,17.88,61.97
90,95,35.97,29.97,13,1.94,0.33,8.21,72.54
78,91,36.18,64.84,265,1.83,-1.12,4.36,82.77
60,96,36.18,74.11,286,2.22,-3.78,0.53,88.53
58,93,35.56,64.67,140,4.38,6.68,0.0,80.53
60,91,37.31,61.16,382,-3.74,-0.72,5.24,92.29
105,95,37.51,36.06,405,-9.32,-8.79,15.01,53.86
116,98,37.31,65.16,292,6.21,-4.5,17.32,54.98
111,98,35.71,43.44,422,-7.42,-5.43,7.05,57.52
62,97,35.71,84.37,393,4.44,7.75,0.0,82.24
80,92,36.13,65.76,30,-8.35,2.95,6.86,67.04
105,92,36.37,39.47,170,-2.49,1.21,11.65,66.46
99,91,37.86,53.1,354,-8.74,0.13,16.06,66.93
98,94,35.98,79.26,204,0.44,3.0,7.95,70.94
59,93,35.63,43.48,477,3.06,5.1,0.0,90.25
80,96,36.68,56.78,481,-6.57,1.09,5.1,80.43
73,93,36.75,67.58,419,-2.57,8.77,4.66,78.28
74,98,36.85,72.82,290,8.6,9.54,6.66,67.03
66,91,37.98,32.17,110,-1.15,9.91,12.5,75.93
101,95,35.79,59.56,67,6.05,3.39,9.0,59.51
55,96,37.61,83.85,182,8.54,8.65,7.74,75.5
68,93,36.51,87.79,372,9.49,-1.91,2.95,79.76
118,95,36.43,65.93,195,7.97,7.19,14.3,46.71
92,96,38.3,88.86,125,-3.65,8.18,19.14,62.3
91,93,36.25,59.95,174,9.25,8.08,8.19,57.18
65,97,37.43,50.98,261,6.25,6.62,8.03,77.28
57,98,36.33,58.61,374,6.74,-1.87,0.0,88.65
87,90,37.02,28.1,411,-9.7,-6.82,8.9,64.9
60,96,37.86,48.12,285,9.08,-3.32,8.94,80.81
104,98,38.15,52.09,154,5.56,5.35,20.49,57.99
64,99,38.02,79.4,68,5.36,-5.34,12.7,76.52
59,94,37.25,73.11,107,-8.37,-0.43,7.46,82.08
77,91,36.25,62.1,422,-5.35,1.31,2.91,81.95
64,99,37.48,44.31,34,9.25,2.08,10.38,75.09
98,95,37.63,33.09,358,0.01,8.71,14.67,67.69
56,96,35.53,44.34,43,-2.04,3.23,0.0,86.53
67,91,36.82,67.59,142,6.8,5.73,6.57,74.31
94,91,38.03,38.41,210,-8.25,1.64,17.35,65.33
56,99,36.97,49.88,477,-1.66,6.67,1.77,91.54
119,99,36.43,47.07,485,-2.49,-4.73,11.62,61.54
117,90,38.12,73.59,415,-3.0,-5.8,20.33,59.23
71,93,35.97,81.87,487,-3.85,8.53,0.0,79.39
63,96,36.12,68.96,284,-5.8,3.87,0.86,82.58
69,98,37.56,43.91,446,-6.54,3.43,7.65,82.45
78,92,36.56,50.32,5,2.81,-0.65,8.84,76.95
92,96,37.64,30.03,217,8.39,-2.47,14.93,65.32
89,96,35.97,31.77,26,0.18,1.11,7.91,74.47
103,96,36.26,31.5,226,-4.04,-7.59,10.12,59.06
116,91,35.97,29.14,283,-6.82,-0.91,10.72,58.39
114,95,38.36,32.57,388,6.6,-0.89,21.21,61.77
104,91,36.72,34.19,424,9.43,0.77,10.64,64.24
63,95,36.51,27.83,55,-3.02,2.69,5.11,82.75
88,99,35.54,64.82,367,-4.18,9.15,2.14,67.35
89,92,35.96,89.33,309,2.03,3.04,5.01,75.59
55,91,36.76,81.54,335,5.51,7.67,1.97,83.38
94,95,35.71,23.19,104,-0.89,1.13,6.79,72.66
118,91,37.03,49.61,17,2.6,2.54,19.09,55.17
76,94,36.87,80.15,204,4.33,-8.6,7.99,70.56
114,91,37.8,29.43,42,9.21,-7.33,21.89,43.98
118,92,37.48,79.34,88,-6.7,1.59,20.62,52.81
65,92,36.84,61.49,73,9.95,-2.09,6.96,74.52
68,95,36.17,85.19,156,-2.16,5.98,3.41,79.36
114,95,37.68,81.32,265,4.46,0.86,19.05,61.91
84,99,37.62,67.39,133,1.45,7.65,14.09,69.75
89,92,35.96,66.05,463,-0.27,9.45,3.47,73.1
91,92,38.24,34.92,88,3.96,-7.05,19.04,63.05
59,90,35.69,28.17,235,-2.08,-2.1,0.0,90.17
80,96,35.67,49.08,131,-7.48,3.3,3.52,69.69
116,97,36.06,33.06,228,-0.22,-3.89,11.73,61.63
58,91,38.23,27.17,33,0.44,-4.66,12.91,85.54
96,93,37.06,41.16,82,-5.96,6.27,14.18,58.96
72,99,37.86,80.23,416,8.71,9.61,10.06,70.34
94,96,36.18,21.2,131,-5.45,5.48,8.91,62.51
93,97,36.97,40.48,427,-1.82,0.47,9.68,79.29
68,90,36.57,49.68,353,-6.9,-1.15,3.44,83.4
86,93,37.98,55.74,203,0.72,0.79,15.59,79.25
105,95,35.57,32.71,286,-3.85,-0.74,6.48,67.71
92,92,36.23,87.5,335,-0.21,0.06,6.71,80.37
77,94,35.96,60.52,449,-5.51,-5.93,1.2,76.75
117,99,38.08,56.55,496,-8.92,8.07,19.33,51.02
69,98,36.9,20.62,441,5.58,5.09,4.4,81.51
79,92,36.71,54.0,315,2.82,3.62,6.71,79.07
71,94,36.85,78.64,257,-3.19,9.0,6.37,75.02
107,97,38.42,35.38,291,-9.05,-4.31,21.07,56.29
105,95,38.05,44.58,453,7.31,-8.38,17.22,57.73
93,93,37.62,21.44,124,-6.6,6.52,15.96,60.23
105,97,36.37,88.38,443,8.61,9.97,8.93,54.06
60,92,36.0,24.67,150,-0.43,1.57,0.98,90.6
61,92,38.26,82.88,358,-3.19,-8.82,10.44,82.24
105,93,36.77,41.91,246,4.84,5.61,12.89,59.89
96,98,36.34,61.13,174,7.54,-8.53,9.64,56.21
118,94,36.91,67.55,371,-2.59,0.8,14.95,64.36
69,97,38.25,29.86,491,-1.85,-4.45,10.66,87.76
83,95,36.66,51.06,356,-1.34,8.3,6.85,74.06
87,92,37.19,42.78,301,8.45,-0.97,10.83,71.22
81,97,37.91,23.96,79,3.85,7.97,15.45,66.9
90,98,36.78,78.32,106,-5.05,-4.02,11.35,66.24
83,97,36.2,23.16,299,-6.3,-2.25,5.11,74.22
92,93,38.48,65.73,402,-5.39,8.94,17.3,64.84
111,95,38.37,41.99,304,-4.73,-5.97,21.51,57.74
81,90,38.03,33.45,343,-5.4,1.57,13.42,78.0
109,93,37.57,66.7,57,3.17,-2.23,19.56,60.16
87,97,36.38,60.22,90,-7.68,5.48,8.92,62.5
64,90,38.24,42.07,134,-2.25,-7.41,13.16,79.08
59,92,36.33,55.91,349,2.5,-1.26,0.44,92.97
92,90,37.9,37.24,168,-4.18,3.98,16.73,67.57
67,98,38.25,80.46,333,-8.69,-1.86,11.84,80.49
85,91,37.31,41.97,121,-8.36,-8.83,12.84,59.29
101,98,37.91,37.16,499,-7.48,4.1,15.26,65.58
106,93,37.88,72.63,235,6.72,0.06,18.73,63.56
110,91,36.08,21.23,398,3.16,-9.77,8.92,57.44
69,93,37.5,38.76,75,-8.71,2.25,11.07,73.84
83,99,35.78,46.28,308,-2.18,8.4,2.92,71.97
62,95,37.02,81.76,476,-4.43,-7.78,3.26,83.87
59,96,35.99,86.53,22,1.56,1.81,2.01,86.89
83,92,36.75,70.15,332,0.46,4.57,7.53,79.1
101,92,38.0,54.48,72,-0.38,-8.58,19.97,60.19
99,99,38.46,64.84,87,-3.71,-9.55,21.74,56.33
56,97,36.45,48.98,102,-7.24,-0.72,2.95,84.49
81,94,37.1,40.92,93,4.85,5.82,11.25,68.55
90,93,37.03,86.55,448,7.6,-6.79,9.19,66.7
90,96,38.36,28.08,315,8.88,6.73,17.17,62.56
80,96,36.94,44.25,265,-8.83,3.13,8.53,70.95
97,98,37.6,82.94,252,4.8,-3.36,15.37,66.75
81,98,38.27,70.62,357,4.53,0.32,14.46,80.82
74,94,36.62,22.04,57,8.94,9.31,7.83,62.24
65,97,38.21,21.62,430,-4.94,-5.67,10.23,83.36
92,99,38.25,56.16,398,4.84,-0.01,16.18,76.14
60,90,38.29,53.9,8,-8.91,2.49,13.88,76.48
77,98,36.31,51.01,12,2.62,-7.24,7.34,69.9
101,97,36.7,41.16,406,-2.98,-9.13,10.15,63.08
100,95,38.11,89.06,416,5.38,-9.73,16.9,60.19
66,92,36.58,39.04,392,7.27,-3.51,2.67,81.91
67,92,37.3,54.3,130,-2.7,-8.52,9.1,75.63
116,97,35.85,48.34,221,0.51,6.08,10.76,58.52
114,94,35.67,31.92,328,-7.65,9.95,8.36,48.44
97,99,36.74,34.18,371,-1.66,-8.77,9.87,66.4
59,96,37.24,84.28,152,-2.78,-1.35,6.96,88.58
91,94,36.68,80.08,380,-6.34,-9.49,8.29,63.11
85,97,37.23,33.93,366,7.89,-7.32,10.01,66.57
63,99,37.05,81.3,471,-7.04,-3.54,3.62,85.22
105,99,37.56,34.64,479,2.71,-2.13,14.5,71.27
83,93,37.45,63.86,70,7.8,8.8,13.64,59.98
94,91,36.77,25.69,419,8.24,-2.08,8.97,68.99
95,92,36.77,81.63,344,5.86,-0.07,9.93,72.25
65,97,35.92,23.61,19,-6.48,-5.09,2.92,74.0
77,96,37.04,58.85,80,6.35,-10.0,10.3,63.48
55,91,37.26,74.58,437,-4.47,7.99,3.44,86.29
100,95,36.93,28.18,227,8.45,-8.37,12.88,54.36
75,98,36.48,48.31,345,4.18,9.28,4.44,73.24
90,93,37.66,22.94,18,5.71,-7.38,16.64,59.65
108,98,35.72,67.79,443,-8.3,2.1,6.29,62.38
111,91,38.24,41.52,164,1.66,9.99,22.28,53.81
55,91,35.56,59.16,367,6.42,-7.23,0.0,83.46
117,98,38.39,85.29,386,7.23,-1.52,21.98,58.72
108,96,36.89,41.41,106,-9.43,5.61,15.48,50.08
109,96,36.74,23.4,376,8.78,-9.36,12.23,51.25
94,90,36.27,67.29,347,-9.13,3.8,7.18,64.43
69,95,35.53,75.08,213,2.29,-8.39,0.0,76.94
75,96,36.32,87.05,238,3.87,-5.27,4.74,76.3
101,95,35.83,31.05,146,-7.85,-6.8,8.38,54.84
107,95,37.48,47.45,180,-9.04,8.15,17.5,49.48
63,91,36.46,79.09,429,5.7,-6.39,1.1,82.57
106,95,37.8,76.48,335,-2.31,-9.19,17.36,59.9
111,93,36.12,63.74,439,-7.86,1.75,8.91,61.75
80,98,38.2,38.86,197,5.25,-3.08,15.53,73.94
95,90,37.07,39.88,484,6.98,-1.89,10.0,71.54
89,97,35.84,28.68,286,1.75,-7.62,4.66,69.98
117,94,36.7,84.53,52,-6.78,4.96,16.89,48.45
79,90,36.12,32.11,368,-9.7,2.03,3.22,73.79
92,93,36.1,60.1,239,4.02,-2.72,7.01,70.7
56,90,37.02,60.9,289,1.0,-6.57,3.91,88.69
61,95,37.52,45.87,286,3.02,1.87,7.42,89.36
88,91,38.23,44.68,187,6.26,5.57,17.4,65.54
71,94,37.01,66.8,394,-1.32,-3.75,5.79,86.3
97,96,38.4,47.18,483,-7.51,-9.48,17.06,60.77
113,91,38.32,37.86,5,8.8,-5.71,24.67,46.18
105,95,38.1,47.94,282,0.91,3.65,19.16,67.68
108,95,37.0,76.54,262,2.31,9.78,14.48,56.73
78,94,35.92,87.65,48,8.67,-9.73,5.23,59.88
79,94,36.15,64.52,351,8.63,-3.88,3.56,72.51
106,92,37.44,74.75,199,1.44,-8.76,16.93,58.74
87,99,36.77,57.3,59,-4.05,-3.67,11.14,68.42
103,99,35.94,63.74,32,9.94,-1.88,10.48,54.95
83,91,36.94,89.17,302,3.62,8.42,8.76,70.1
117,96,35.55,50.69,243,-1.83,-8.39,9.23,54.1
76,90,37.7,24.64,171,1.2,5.54,12.5,77.33
80,95,35.72,86.99,206,-1.68,-2.09,3.04,79.59
82,95,37.39,75.51,374,7.77,6.23,10.1,69.69
103,92,37.88,47.88,282,-0.35,0.27,17.68,73.4
103,91,35.9,88.77,477,6.47,-9.21,5.82,59.22
74,91,37.06,44.19,21,6.8,8.92,10.37,64.55
117,98,37.84,46.05,46,6.49,-8.35,22.63,44.62
115,94,36.28,62.68,348,4.44,1.95,11.43,61.78
103,96,35.99,39.2,488,7.1,7.55,6.16,60.68
55,94,36.51,68.9,431,-2.26,-8.4,0.0,88.33
67,96,37.16,30.7,157,-7.71,1.08,8.15,79.1
105,93,37.23,27.56,257,6.85,6.49,15.06,56.64
110,97,35.89,57.44,142,-0.04,9.73,10.54,56.12
116,99,36.87,58.88,46,-7.45,4.49,17.6,48.59
86,99,36.3,27.47,26,-7.69,-4.43,8.96,62.97
84,96,38.03,87.49,454,-6.82,3.99,12.89,74.11
83,99,36.44,60.13,26,5.02,4.12,9.04,68.06
103,94,38.02,30.57,468,4.22,4.0,16.5,68.0
99,95,36.79,41.8,396,-5.92,7.09,10.27,62.81
84,94,37.68,76.02,438,6.94,-8.25,11.32,68.53
